id,song,artist,album,album_id,time,playlist,lyrics,genre,path
68096868,Maria,Hwasa,María,11255431,2025-01-12 19:20:36.445625,KPop лучшее,"La-la-la-lo-lai, lo-la-lo-la-lo-lai
La-la-la-lo-lai, lo-la-lo-la-lo-lai
La-la-la-lo-lai, lo-la-lo-la-lo-lai
La-la-la-lo-lai, lo-la-lo-la-lo-lai

La-li-la-lo-lai, la-la-li-la-lo-lai
La-li-la-lo-lai, la-la-li-la-lo-lai

욕을 하도 먹어 체했어 하도 (하도)
서러워도 어쩌겠어? I do (I do)
모두들 미워하느라 애썼네
날 무너뜨리면, 밥이 되나?

외로워서 어떡해? 미움마저 삼켰어
화낼 힘도 없어, 여유도 없고, 음, 음
뭐 그리 아니꼬와? 가던 길 그냥 가
왜들 그래 서럽게?

마리아, 마리아, 널 위한 말이야
빛나는 밤이야, 널 괴롭히지마
오, 마리아, 널 위한 말이야
뭐 하러 아등바등해? 이미 아름다운데

(Yeah-yeah-yeah) oh, nah, ah-ah
(Yeah-yeah-yeah) 널 위한 말이야
(Yeah-yeah-yeah) oh, nah, ah-ah
(Yeah-yeah-yeah) 아름다워 마리아

No frame, no fake, 지끈 지끈거려
하늘은 하늘색 사는 게 다 뻔해
내가 갈 길은 내가 바꾸지 뭐
위기는 기회로 다 바꾸지 뭐
굳이 우는 꼴이 보고 싶다면
옜다, 눈물

외로워서 어떡해? 미움마저 삼켰어
화낼 힘도 없어, 이유도 없고, 음, 음
마음을 더럽히지 마
타락하기엔 아직 일러, hoo

마리아, 마리아, 널 위한 말이야
빛나는 밤이야, 널 괴롭히지마
오, 마리아, 널 위한 말이야
뭐 하러 아등바등해? 이미 아름다운데

(Yeah-yeah-yeah) oh, nah, ah-ah
(Yeah-yeah-yeah) 널 위한 말이야
(Yeah-yeah-yeah) oh, nah, ah-ah
(Yeah-yeah-yeah) 아름다워 마리아

La-li-la-la-lai, lo-la-li-la-la-lai
La-li-la-la-lo, la-lo-la-la-lo-lai

마리아, 마리아, 널 위한 말이야
빛나는 밤이야, 널 괴롭히지마
오, 마리아, 널 위한 말이야
뭐 하러 아등바등해? 이미 아름다운데

(Yeah-yeah-yeah) oh, nah, ah-ah
(Yeah-yeah-yeah) 널 위한 말이야
(Yeah-yeah-yeah) 널 위한 말이야
(Yeah-yeah-yeah) 아름다워 마리아",pop,
124695852,Christmas Tree,V,"Our Beloved Summer , Pt. 5",30655798,2025-01-12 19:20:37.169407,KPop лучшее,"In this moment I see you
It always comes around, as I believed
When the rain stops, you shine on me
Your light's the only thing that keeps the cold out
Moon in the summer night, whispering of the stars
They're singing like Christmas trees for us

So, I'll tell you
A million tiny things that you have never known
It all gets tangled up inside
And I'll tell you
A million little reasons I'm falling for your eyes
I just want to be where you are

It's such a strange thing to do
Sometimes I don't understand you
But it always brings me back to where you are
혹시 아니 너에겐 나만 아는 모습이 있어?
한여름밤 오는 첫눈같이
믿기지 않는 기적 같은 놀라운 순간, 넌
언젠가 또 불어온 바람에 마음이 날아다녀도
기다릴게

So, I'll tell you
A million tiny things that you have never known
It all gets tangled up inside
And I'll tell you
A million little reasons I'm falling for your eyes
I just want to be where you are

Tell you
A million tiny things that you have never known
It all gets tangled up inside
Tell you
A million little reasons I'm falling for your eyes
I just want to be where you are",pop,
120496846,TRUE,Yoari,YOARI X MY DEMON,28748512,2025-01-12 19:20:37.967578,KPop лучшее,"Tell me the truth, this is the end
I feel like losing myself
Can't find my way to not lose you
Why is it so complicated?

Nothing makes me confused
No wonder why
I'm still in hell
This is the moment, come
Now, it's time to choose

Ooh, foo-foo
Bring me to the dark
Can't find you in the end
Don't ever cry for me
Ooh, foo-foo
So, tell you all the truth

Tell me the truth, this is the end
I feel like losing myself
Can't find my way to not lose you
Why is it so complicated?

Nothing makes me confused
No wonder why
I'm still in hell
This is the moment, come
Now, it's time to choose

Ooh, foo-foo
Bring me to the dark
Can't find you in the end (can't find you in the end)
Don't ever cry for me
Ooh, foo-foo
So, tell you all the truth

Tell me the truth, this is the end
I feel like losing myself
Can't find my way to not lose you
Tell me what should I do",pop,
65677930,Kick It,"NCT 127, Valentino Khan",iScreaM Vol.1 : Kick It Remixes,10645498,2025-01-12 19:20:38.341863,KPop лучшее,,pop,
42916807,FAKE LOVE,BTS,Love Yourself 結 'Answer',5690527,2025-01-12 19:20:38.714524,KPop лучшее,,pop,
121585311,Love wins all,IU,The Winning,29830150,2025-01-12 19:20:39.432512,KPop лучшее,"Dearest, darling, my universe
날 데려가 줄래?
나의 이 가난한 상상력으론
떠올릴 수 없는 곳으로

저기 멀리 from Earth to Mars
꼭 같이 가줄래?
그곳이 어디든, 오랜 외로움
그 반대말을 찾아서

어떤 실수로
이토록 우리는 함께일까?

세상에게서 도망쳐, run on
나와 저 끝까지 가줘, my lover
나쁜 결말일까?
길 잃은 우리 둘, mmm

부서지도록 나를 꼭 안아
더 사랑히 내게 입맞춰, lover
Love is all, love is all
Love, love, love, love

결국 그럼에도
어째서 우리는 서로일까?

세상에게서 도망쳐, run on
나와 저 끝까지 가줘, my lover
나쁜 결말일까?
길 잃은 우리 둘, mmm

찬찬히 너를 두 눈에 담아
한 번 더 편안히 웃어주렴
유영하듯 떠오른 그날 그 밤처럼
나와 함께 겁 없이, 저물어줄래?

산산히 나를 더 망쳐, ruiner
너와 슬퍼지고 싶어, my lover

필연에게서 도망쳐, run on
나와 저 끝까지 가줘, my lover
일부러 나란히
길 잃은 우리 두 사람

부서지도록 나를 꼭 안아
더 사랑히 내게 입맞춰, lover
Our love wins all, love wins all
Love, love, love, love",pop,
92254376,The Feels,TWICE,Formula of Love: O+T=<3,19315040,2025-01-12 19:20:40.278647,KPop лучшее,"Boy, I, boy, I, boy, I know
I know you got the feels
Boy, I, boy, I, boy, I know

Uh, I'm so curious
'Bout you, boy, wanna keep it cool
But I know every time you move, got me frozen
I get so shy, it's obvious (get ya)

Catching feels like butterflies
If I say what's on my mind
Would I hit bullseye? (Woo)
Shoot, I'm ready, aim and fire (fire)

Baby, I (whoa-oh, ow!) Feel like cupid's alive
Alive tonight ('night), yeah, tonight
If your heart beats the same way, let me know (you let me know)
'Cause I'm boom-boom-boom from head to toe, and I (yeah, head to toe)

I know, love, it is such a funny thing
A mystery allure, gotta get to know you more
'Cause I, I can feel a real connection
A supernatural attraction-ah
I got the feels for you, yeah, yeah, yeah, yeah

You have stolen my heart, oh, yeah
Never let it go, oh, oh, no
Never let it go, oh, oh, oh
Lightning straight to my heart, oh, yeah
I got all the feels for sure
Yeah, I got all the feels for ya, oh

Boy, I, boy, I, boy, I know
I know I got the feels
Boy, I, boy, I, boy, I know
I know you feel it too (uh, uh)

Sway in the moonlight, dance in the dark
I know that I caught your eye (your eye)
Are we on the same vibe? (Same vibe)
I wonder what's on your mind

'Cause you got me good and I wanna be ya boo
If it's dumb, well, I wanna be a fool (fool, fool, fool)
Underneath the neon lights, baby
Electricity tonight, baby

I know love it is such a funny thing
A mystery allure, gotta get to know you more
'Cause I, I can feel a real connection
A supernatural attraction-ah
I got the feels for you, yeah, yeah, yeah, yeah

You have stolen my heart, oh, yeah (oh, yeah)
Never let it go, oh, oh, no
Never let it go, oh, oh, oh
Lightning straight to my heart, oh, yeah
I got all the feels for sure
Yeah, I got all the feels for ya, oh

Boy, I, boy, I, boy, I know
I know I get the feels
Boy, I, boy, I, boy, I know
I know you feel it too

Boy, I, boy, I, boy, I know
I know I get the feels
Boy, I, boy, I, boy, I know
I know you feel it too (feel it too)

You got my attention, so what's your intention?
Yeah, tell me, baby, what's the deal?
Oh, one look and I know it, baby, my eyes reveal
That you, you, you give me the feels, oh, yeah

You have stolen my heart, oh, yeah
Never let it go, oh, oh, no (no-no)
Never let it go, oh, oh, oh (no-no)
Lightning straight to my heart, oh, yeah
I got all the feels for sure
Yeah, I got all the feels for ya, oh

Boy, I, boy, I, boy, I know (the feels)
I know I got the feels (boy, I)
Boy, I, boy, I, boy, I know (yeah, yeah, yeah)
I know you feel it too (yeah, you are)

Boy, I, boy, I, boy, I know (boy, I)
I know I got the feels (one more)
Boy, I, boy, I, boy, I know
I know you feel it too (yeah)",pop,
132093592,Igloo,KISS OF LIFE,Lose Yourself,33672485,2025-01-12 19:20:41.067182,KPop лучшее,"I'ma back up every word, yeah
Mini skirt (mini skirt), pretty pink
What you heard? (What you heard?)
But it's never what you think, trust

I got finger-licking venom, little sweet, a little bitter
Looking like a seven figure on me, 'cause I

(Hmm) yeah, yeah, yeah, yeah (ah-ah)
I can melt an igloo, yeah, 'cause I'm so dang hot
(Yeah, yeah, yeah, yeah)
I got everything you, that you're feening for

Throwing some cash on that body (cash)
Throw in some cash, make 'em put in that work
Whether it rains or it's sunny (huh)
Best believe I keep 'em running back (yeah)
Glass room, perfume, Kodak on that lilac (alright)
Slipping on my short dress, know he like that (like that)

FaceTime on the regular
In the night, wanna say what's up (what's up, what's up)
He knows this ain't regular (ah, ah, ah, ah)
Got that A1 on the schedule

I got finger-licking venom, little sweet, a little bitter
Looking like a seven figure on me, 'cause I

(Hmm) yeah, yeah, yeah, yeah (ah-ah)
I can melt an igloo, yeah, 'cause I'm so dang hot
(Yeah, yeah, yeah, yeah)
I got everything you, that you're feening for

Heart attack (huh), IV when I walk the street (oh, no)
Vitamins (yeah) that D, I'm good, I'm healthy (whoo, whoo)
Every summer I come out, make 'em disappear like clouds (where it go)
To me, it's another year, to you, it's all you worry 'bout

Yeah, white tippy-toe summer, I make him go dumb, duh
He doubled down on that text, says that I'm the only one
Mm, yeah, I make him lose his cool
Yeah, I make him go

(Hmm) yeah, yeah, yeah, yeah (ah-ah)
I can melt an igloo, yeah, 'cause I'm so dang hot
(Yeah, yeah, yeah, yeah)
I got everything you, that you're feening for",pop,
127912259,FREAK,YUQI,YUQ1,32005362,2025-01-12 19:20:41.442629,KPop лучшее,,pop,
45060024,SOLO,JENNIE,SOLO,6045591,2025-01-12 19:20:42.144984,KPop лучшее,"천진난만 청순가련
새침한 척 이젠 지쳐 나 귀찮아
매일 뭐 해? 어디야? 밥은? 잘 자
Baby, 자기, 여보, 보고 싶어, 다 부질없어
You got me like

(Oh, oh, oh) 이건 아무 감동 없는 love story
(Oh, oh, oh) 어떤 설렘도, 어떤 의미도
(Oh, oh, oh) 네겐 미안하지만 I'm not sorry
(Oh, oh, oh) 오늘부터 난, 난, 난

빛이 나는 솔로
빛이 나는 솔로
I'm going solo-lo-lo-lo-lo-lo
I'm going solo-lo-lo-lo-lo-lo

Used to be your girl, now I'm used to being the GOAT
You're sittin' on your feelings, I'm sittin' on my throne
I ain't got no time for the troubles in your eyes
This time I'm only lookin' at me, myself, and I

(I'm goin' solo) I'ma do it on my own now
Now that you're alone, got you lookin' for a clone now
(So low) that's how I'm gettin' down
Destined for this and the crown
Sing it loud like

(Oh, oh, oh) 이건 아무 감동 없는 love story
(Oh, oh, oh) 어떤 설렘도, 어떤 의미도 (oh)
(Oh, oh, oh) 네겐 미안하지만 I'm not sorry
(Oh, oh, oh) 오늘부터 난, 난, 난

빛이 나는 솔로
빛이 나는 솔로
I'm going solo-lo-lo-lo-lo-lo
I'm going solo-lo-lo-lo-lo-lo

만남, 설렘, 감동 뒤엔, 이별, 눈물, 후회, 그리움
홀로인 게 좋아, 난 나다워야 하니까
자유로운 바람처럼, 구름 위에 별들처럼
멀리 가고 싶어, 밝게 빛나고 싶어

Now I'm going slow-mo'
빛이 나는 솔로
I'm going solo-lo-lo-lo-lo-lo
I'm going solo-lo-lo-lo-lo-lo",pop,
69173671,NalinA,Block B,Welcome to the BLOCK,21219596,2025-01-12 19:20:42.511752,KPop лучшее,,pop,
81719251,DrunkDazed,ENHYPEN,BORDER : CARNIVAL,15170671,2025-01-12 19:20:42.906572,KPop лучшее,,pop,
116297643,POP,NAYEON,IM NAYEON,26919016,2025-01-12 19:20:43.694499,KPop лучшее,"What's wrong? 홀릴 듯이 난 너를 자극해 (pop, pop, pop)
Watch out! 설렌 듯이 네 부푼 맘이 터질 듯해 (pop, pop, pop)
(Let's start) 내 맘대로 play it
(Won't stop) 거침없이 shake it
You know? 넌 내게 달려있단 것만 알아둬 (yeah, yeah)

이미 넌 나를 벗어날 수가 없어
떨린 그 눈빛, 티 나는 몸짓, baby
터뜨리고 싶은 너

설렘이 멎기 전에
I wanna make it pop, pop, pop, you want it
Pop, pop, pop, 터지길 원해
가슴이 뛰는 이 느낌
I wanna make it pop, pop, pop, you want it
Pop, pop, pop, 널 갖길 원해

Pop, pop, pop, uh, uh (you want it)
Pop, pop, pop, uh, uh (I got it)
Pop, pop, pop, uh, uh
Pop, pop, pop

너무 잘 보여 아무리 숨겨도
이미 들킨 걸 자꾸 둥둥 떠다니잖아

여유롭게 check it
보란 듯이 take it
Baby, baby, you're out of control
So you're under my control

설렘이 멎기 전에
I wanna make it pop, pop, pop, you want it
Pop, pop, pop, 터지길 원해
가슴이 뛰는 이 느낌
I wanna make it pop, pop, pop, you want it
Pop, pop, pop, 널 갖길 원해

Pop, pop, pop, uh, uh (you want it)
Pop, pop, pop, uh, uh (I got it)
Pop, pop, pop, uh, uh
Pop, pop, pop

Pop, pop, 버블같이 터져 버릴지 몰라
끝도 없이 점점 부풀어 가
내게 푹 빠진 너를 애써 참진 마
Bae, bae, eyes on me now, 내가 터뜨려 줄 테니

Five! 자, 때가 됐어
Four! 딱 숨을 멈춰
Three! 난 너를 겨눠
Two, one, here we go!

설렘이 멎기 전에
I wanna make it pop, pop (pop, pop), pop, you want it
Pop, pop, pop, 터지길 원해 (yeah)
가슴이 뛰는 이 느낌 (뛰는 이 느낌, yeah, yeah)
I wanna make it pop, pop, pop, you want it
Pop, pop, pop, 널 갖길 원해 (갖길 원해, babe)

Pop, pop, pop, uh, uh (you want it)
Pop, pop, pop, uh, uh (you gotta pop it, I got it)
Pop, pop, pop, uh, uh (I can't stop it)
Pop, pop, pop",pop,
127944623,Sticky,KISS OF LIFE,Sticky,32018879,2025-01-12 19:20:44.419515,KPop лучшее,"How long before we fall in love? (How long before we fall in love?)
How long before we fall in love? (Love)

Here's a ticket, baby, wanna go out?
푸른 palm tree, 우릴 부르잖아
Don't be picky, yeah, 누벼 이 town 위를
Feel like I'm hot stuff, you're my rockstar

Hear me now
바람은 sweet and salty, margarita같이
Here on out
이 여름 위를 driving, won't you navigate me

How long before we fall in love? (널 마주친 순간, I fly high, ah)
How long before we fall in love? (Let me know, let me know)
Oh, 뛰어들어 둘만의 ocean dive
왠지 묘한, 이 느낌 녹아내려, sticky, sticky, sticky, sticky (ayy, ayy)

Love got so poppin' flavor, 예상 못 한 new taste (wait, wait, wait)
나른해, summer fever 내리질 않네

So hear me now
달콤한 맘이 drippin' like gelato melting
Here on out
심장에 남긴, darlin', won't you navigate me

How long before we fall in love? (널 마주친 순간, I fly high, ah)
How long before we fall in love? (Let me know, let me know)
Oh, 뛰어들어 둘만의 ocean dive
왠지 묘한, 이 느낌 녹아내려, sticky, sticky, sticky, sticky (ayy, ayy)

오늘 같은 날이 더 없대도
I wanna keep on staying
Know you'd make me fly away
오렌지빛 물든 저 노을에 kiss it, so say yeah

Sticky, sticky, sticky, sticky (say yeah, yeah, oh, whoa)
And you're the one who's with it, with it, with it, with me

Yeah, 느려져도 돼 like slo' mo-motion (motion)
I'd take you to the new world, so, boy (new world)
발 닿는 대로 가, there's no way
그리곤 내게로 와, follow my lead (oh), let's get it, yeah

How long before we fall in love? (저 나비처럼 난, go 'round, 'round, ah)
How long before we fall in love? (Love, let me know, let me know)
I like it, 눈부신 여름빛 (oh, oh)
지금 우린 sticky (sticky), sticky, sticky (yeah), sticky (wait, wait, wait)",pop,
90990124,LALISA,LISA,LALISA,18046163,2025-01-12 19:20:45.195970,KPop лучшее,"내 뒷모습만 봐도 알잖아
어두워질 때, 분홍빛이 나
새하얀 조명이 날 깨우면
번쩍번쩍, 세상을 흔들어 (hey!)

La, la-la-la, la, la-la-la
La, la-la-la, la, la-la-la
What's my name? What's my name? (Hey!)
La, la-la-la, la, la-la-la
La, la-la-la, la, la-la-la
What's my name? What's my name?

머리를 하얗게 비운 채
시끄런 감정은 태울래
Burn, burn, burn
그때 난 네 갈증을 해소할 샴페인

Sip, sip, 나를 들이켜
그래, 더 저 높이 내 body 받들어
Want you to ring the alarm
세상에게 알려 내 이름에다 입 맞춰

Say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo-hoo!)

Just say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo!)

Baby, get the megaphone, put it on speaker
I said I can't hear you, so you need to speak up
Put that shit on stereo, everyone else on very low
Protect it like a barrier, promise there's nothing scarier

Than me, if anybody coming gunnin' for my man
Gonna catch a case, gun up in my hand
Bam-bam-bam, hit after hit though
Rocks in my wrist, so I call 'em the Flintstones

Ring the alarm
세상에게 알려 내 이름에다 입 맞춰

Say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo-hoo!)

Just say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo!)

누구와도 비교 못해, 그래 봤자, you gon' still love me
You need some L-A-L-I-S-A
지금 너의 두 눈앞에 서 있는 내 이름을 기억해
Love you some L-A-L-I-S-A (hoo!)

You cannot see me, 어떻게 하는지 다 보여줘도 (no)
태국에서 한국 거쳐 여기까지 went for the throat (the throat)
Being the greatest of all time ain't fantasy (hoo)
새까만 핑크빛 왕관 belongs to we (BLACKPINK)

Lalisa, Lalisa, Lalisa, 하늘 위 당당해
Lalisa, Lalisa, Lalisa, 저들은 날 원해
Lalisa, Lalisa, Lalisa, catch me if you can
Lalisa, Lalisa, Lalisa, Lalisa, Lalisa

Say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo-hoo!)

Just say, ""Lalisa, love me, Lalisa, love me"" (hey!)
Call me, ""Lalisa, love me, Lalisa, love me"" (hey!)
Oh-ooh, 알잖아 attitude
뭘 더 어쩌라구? The loudest in the room (hoo!)",pop,
55559437,BANG BANG BANG,BIGBANG,MADE,8133801,2025-01-12 19:20:45.963601,KPop лучшее,"Oh, oh-oh, oh-oh-oh, oh-oh-oh

난 깨어나, 까만 밤과 함께 (hey)
다 들어와, 담엔 누구 차례? (Hey)
한 치 앞도 볼 수 없는 막장 게릴라 (whoo, whoo)
경배하라, 목청이 터지게 (ow)

Yeah, 찌질한 분위기를 전환해
광기를 감추지 못하게 해
남자들의 품위, 여자들의 가식
이유 모를 자신감이 볼만해 (볼만해)

난 보란 듯이 너무나도 뻔뻔히
네 몸속에 파고드는 allergy
이상한 정신의 술렁이는 천지
오늘 여기 무법지 (whoo)

난 불을 질러 (whoo), 네 심장을 태워 (whoo)
널 미치게 하고 싶어
B-I-G, yeah, we bang like this
모두 다 같이 총 맞은 것처럼

Bang, bang, bang
Bang, bang, bang, 빵야, 빵야, 빵야
Bang, bang, bang
Bang, bang, bang, 빵야, 빵야, 빵야

다 꼼짝 마라, 다 꼼짝 마
다 꼼짝 마라, 다 꼼짝 마
오늘 밤 끝장 보자, 다 끝장 봐
오늘 밤 끝장 보자, 빵야, 빵야, 빵야

널 데려가, 지금 이 순간에 (hey)
새빨간 저 하늘이 춤출 때 (hey)
돌고 돌아 너와 나 이곳은 Valhalla (whoo, whoo)
찬양하라, 더 울려 퍼지게 (ha, right, yeah)

We go hard, 불침번 (yeah), 밤새 달려, 축지법 (whoo)
이 노래는 꼭짓점, 신이나 불러라, 신점 (yeah)
큰 비명소리는 마성의 멜로디, 검은 독기의 연결 고리
사방팔방 오방 가서 푸는 고삐, whoa (whoo)

난 불을 질러 (whoo), 네 심장을 태워 (whoo)
널 미치게 하고 싶어
B-I-G, yeah, we bang like this
모두 다 같이 총 맞은 것처럼

Bang, bang, bang
Bang, bang, bang, 빵야, 빵야, 빵야
Bang, bang, bang
Bang, bang, bang, 빵야, 빵야, 빵야

다 꼼짝 마라, 다 꼼짝 마
다 꼼짝 마라, 다 꼼짝 마
오늘 밤 끝장 보자, 다 끝장 봐
오늘 밤 끝장 보자, 빵야, 빵야, 빵야 (빵야, 빵야, 빵야)

Ready or not, yeah, we don't give a what
Ready or not, yeah, we don't give a what

Let's go (go), 남자들은 위로 (위로), 여자들은 get low (get low)
당겨라, bang, bang, bang, let the bass drum go (go)
남자들은 위로 (위로), 여자들은 get low (get low)
당겨라, bang, bang, bang, let the bass drum go

(Eh, eh-eh, eh, eh-eh) let the bass drum go (go)
(Eh, eh-eh, eh, eh-eh) let the bass drum go (bang, bang, bang)
(Eh, eh-eh) bang, bang, bang
(Eh, eh-eh) let the bass drum go (bang, bang, bang)
(Eh, eh-eh) bang, bang, bang
(Eh, eh-eh) let the bass drum go (go)",pop,
133061771,Heart on the Window with WENDY,"Jin, Wendy",Happy - :'),34068088,2025-01-12 19:20:46.350904,KPop лучшее,,pop,
21916201,Crazy,4Minute,Crazy,2519644,2025-01-12 19:20:47.111163,KPop лучшее,"Yeah, I'm the female monster
You know that
Everybody, let's get crazy right now
Leggo

주변 사람들이 나보고 미친 것 같대
너도 날 보고 지금 좀 미칠 것 같대
이해해, 나도 내가 좀 미친 것 같아
난 좀 미친 것처럼 리듬에 맞춰 춤도 춰

한번 떴다 하면 여기저기 난리 나
이 밤이 다 가도록 우리 모두 난리 나
답은 정해져 있어, 넌 그저 okay
그저 아무렇게 그렇게 너도나도 난리 나

더는 널 외롭게 하지 마
눈앞에 세상에, 이제 숨겨온 널 찾아봐 tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아, 다 뛰어 흔들어 (날 보고 미쳐)

(C-R-A-Z-Y) 따라 해
(C-R-A-Z-Y) 모두 다 미쳐

미친 것처럼, 그래 미친 것처럼
좀 더 미친 것처럼, 미쳐, 미친 것처럼
미미 미친 것처럼, 이미 미친 것처럼
지금 내게 미친 것처럼, 다 같이, 다 같이 미쳐

I'm the crazy girl around here like gossip girl
못 믿겠으면 전화 걸어, hey, call my boyfriend
따라올 수 없는 class 미쳐 어딜 가든
New York, Paris, Milano, Tokyo, London

한번 작정하면 여기저기 난리 나
이 몸이 지나가면 우리 모두 난리 나
답은 정해져 있어, 넌 그저 okay
그저 아무렇게 그렇게 너도나도 난리 나

더는 널 외롭게 하지 마
눈앞에 세상에, 이제 숨겨온 널 찾아봐 tonight
미쳐 소리 질러 즐겨 봐
또 이 밤이 가잖아, 다 뛰어 흔들어 (날 보고 미쳐)

(C-R-A-Z-Y) 따라 해
(C-R-A-Z-Y) 모두 다 미쳐

미친 것처럼, 그래 미친 것처럼
좀 더 미친 것처럼, 미쳐, 미친 것처럼
미미 미친 것처럼, 이미 미친 것처럼
지금 내게 미친 것처럼, 다 같이, 다 같이 미쳐

넌 내게 미쳐 나만 믿고, 넌 내게 미쳐 봐
널 내게 맡겨 나만 믿고, 널 내게 맡겨 봐
아무것도 묻지 말고 나와 놀아, 오늘만은 따라와
오늘만 날 따라 미친 척해 (날 보고 미쳐)

(C-R-A-Z-Y) 따라 해
(C-R-A-Z-Y) 모두 다 미쳐

미친 것처럼, 그래 미친 것처럼
좀 더 미친 것처럼, 미쳐, 미친 것처럼
미미 미친 것처럼, 이미 미친 것처럼
지금 내게 미친 것처럼, 다 같이, 다 같이 미쳐",pop,
50451055,날 바라바라봐 LOOK AT ME,TWICE,Merry & Happy,6967999,2025-01-12 19:20:47.500832,KPop лучшее,,pop,
124453193,Midas Touch,KISS OF LIFE,Midas Touch,30542489,2025-01-12 19:20:48.294724,KPop лучшее,"Touch ya
Touch ya (touch)

Baby, count ten, that's all I need, 단숨에 빠져들어
Can't go back, can't go back
Tick-tack, ain't got no time, 턱 끝을 겨누는 love
Eat your love, eat your love

Hey, baby, I've been watching
널 풀어헤친 달콤한 이 danger (danger)
(Baby, I've been watching, boy)
Hey, baby, I'm so toxic
위험할수록 재밌잖아, it's alright (alright)
(Baby, I've been watching, boy)

온몸이 원해 넌 나뿐인
아찔한 lovesick 밤새 날 앓게 돼
I warned you with a single touch, boy
도망쳐봐, 어차피 날 벗어날 수 없어

When I touch ya, kiss ya, you're gon' realize
Baby, don't you think too much?
Boy, if I touch ya, kiss ya, watch out, 순간 변해버린 눈빛
You see, I got that Midas touch

Yeah, I really wanna stay all day with you
You know what we'll be going through?
찾아봐 떨리는 이유, 몸부림칠수록 gettin' deeper
손짓 한 번으로 makin' you weaker and weaker

Hey, baby, I'm so toxic
위험할수록 재밌잖아, it's alright (alright)
(You will end up in my hands, my love)

온몸이 원해 넌 나뿐인
아찔한 lovesick 밤새 날 앓게 돼
I warned you with a single touch, boy
도망쳐봐, 어차피 날 벗어날 수 없어

When I touch ya, kiss ya, you're gon' realize
Baby, don't you think too much?
Boy, if I touch ya, kiss ya, watch out, 순간 변해버린 눈빛
You see, I got that Midas touch

(Brace, brace) ain't gotta sugarcoat me, 생각과는 다를 걸
(Brace, brace) my love's a game, I play with it, 너도 원한다면
(Brace, brace) looking like a kitty cat, but 아무도 감당 못 해
Once the countdown's done, you're never gonna move, yeah

When I touch ya, kiss ya, you're gon' realize
Baby, don't you think too much?
Boy, if I touch ya, kiss ya, watch out, 순간 변해버린 눈빛
(Oh, whoa) you see, I got that Midas touch

내게 빠져드는 손짓
You see, I got that Midas touch",pop,
